method,metric,mean,ci95,n
minus_utility_planner,mechanism_utility,0.3224019104743451,0.0004397354188449586,10
minus_utility_planner,planning_regret,0.38521930666662485,0.0007761937384487819,10
minus_utility_planner,probe_cost,0.025600000000000005,2.266705341943028e-18,10
minus_utility_planner,robust_utility,-0.5698896813333041,0.013829067907842002,10
minus_utility_planner,semantic_transfer_violation,0.23392154590714917,0.0002827684013157436,10
minus_utility_planner,support_transfer_violation,0.23201252333109493,0.000544056158759222,10
minus_utility_planner,task_success,0.3020833333333333,0.0053261896964057484,10
observed_only_counterfactual_head,action_churn,0.5583572000087009,0.0007207299763983018,10
observed_only_counterfactual_head,affordance_ap,0.9117778009950316,0.008081519520559912,10
observed_only_counterfactual_head,counterfactual_precision,0.0,0.0,10
observed_only_counterfactual_head,counterfactual_recall,0.0,0.0,10
observed_only_counterfactual_head,damage_rate,0.28906250000000006,0.0061579936977211045,10
observed_only_counterfactual_head,invalid_action,0.5462239583333334,0.006242613546103534,10
observed_only_counterfactual_head,map_ece,0.3276352596663011,0.008186783151947236,10
observed_only_counterfactual_head,mechanism_utility,-0.07162294796081622,0.00040834834074064626,10
observed_only_counterfactual_head,planning_regret,0.5005786331877349,0.0007562606849676497,10
observed_only_counterfactual_head,probe_cost,0.0,0.0,10
observed_only_counterfactual_head,robust_utility,-0.985079522398081,0.013366229891880065,10
observed_only_counterfactual_head,semantic_transfer_violation,0.3814381502184692,0.000861714116544026,10
observed_only_counterfactual_head,support_transfer_violation,0.38458746505356406,0.0013282262088008408,10
observed_only_counterfactual_head,task_success,0.11640625,0.008045249034157046,10
support_only_counterfactual_head,action_churn,0.5138464634362645,0.0007046371876654485,10
support_only_counterfactual_head,affordance_ap,0.8031003373489971,0.009922699053297682,10
support_only_counterfactual_head,counterfactual_precision,0.2,0.26133333333333336,10
support_only_counterfactual_head,counterfactual_recall,0.0003284391052865753,0.0004291864657189917,10
support_only_counterfactual_head,damage_rate,0.23346354166666666,0.009319279014355942,10
support_only_counterfactual_head,invalid_action,0.47382812499999993,0.01613384121929401,10
support_only_counterfactual_head,map_ece,0.27962971739128056,0.009855625756056164,10
support_only_counterfactual_head,mechanism_utility,0.08598661695518531,0.00025250598381121737,10
support_only_counterfactual_head,planning_regret,0.4405655624756905,0.0006426133753833561,10
support_only_counterfactual_head,probe_cost,0.025600000000000005,2.266705341943028e-18,10
support_only_counterfactual_head,robust_utility,-0.75250706039965,0.016840063221792788,10
support_only_counterfactual_head,semantic_transfer_violation,0.3631900817109717,0.0006176061425002703,10
support_only_counterfactual_head,support_transfer_violation,0.23986677667900563,0.0007876098898948585,10
support_only_counterfactual_head,task_success,0.19322916666666667,0.007742721561057709,10
